,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuadro No. 3.1.10 
Defunciones en el año (t), por tipo de certificación y grupos de edad, según causas de muerte y sexo
,Hombre, 3 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 2 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D81   Inmunodeficiencias combinadas,Total, 3 , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 2 , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D82   Inmunodeficiencia asociada con otros defectos mayores,Total, 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D84   Otras inmunodeficiencias,Total, 8 , - , - , - , - , - , - , 1 , 2 , - , - , - , - , 1 , - , - , - , - , - , 4 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 5 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 3 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01   Trastornos tiroideos vinculados a deficiencia de yodo y afecciones relacionadas,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E02   Hipotiroidismo subclínico por deficiencia de yodo,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03   Otros hipotiroidismos,Total, 68 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 4 , 4 , 3 , 53 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 21 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 19 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 47 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , 4 , 3 , 34 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04   Otros bocios no tóxicos,Total, 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05   Tirotoxicosis [hipertiroidismo],Total, 12 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , - , - , 7 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 3 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , 4 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07   Otros trastornos tiroideos,Total, 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10   Diabetes mellitus insulinodependiente,Total, 557 , 1 , 3 , - , - , - , - , - , - , 2 , 3 , 6 , 8 , 7 , 4 , 19 , 40 , 49 , 71 , 348 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 282 , - , 1 , - , - , - , - , - , - , 1 , 1 , 5 , 7 , 4 , 1 , 10 , 27 , 30 , 35 , 159 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 275 , 1 , 2 , - , - , - , - , - , - , 1 , 2 , 1 , 1 , 3 , 3 , 9 , 13 , 19 , 36 , 189 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E11   Diabetes mellitus no insulinodependiente,Total," 2,647 ", 6 , 6 , - , - , - , - , - , - , - , - , 4 , 4 , 8 , 17 , 66 , 146 , 205 , 261 ," 1,903 ", - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre," 1,205 ", 3 , 3 , - , - , - , - , - , - , - , - , 2 , 4 , 5 , 8 , 37 , 76 , 99 , 125 , 826 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer," 1,442 ", 3 , 3 , - , - , - , - , - , - , - , - , 2 , - , 3 , 9 , 29 , 70 , 106 , 136 ," 1,077 ", - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12   Diabetes mellitus asociada con desnutrición,Total, 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 10 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 7 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E13   Otras diabetes mellitus especificadas,Total, 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 4 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E14   Diabetes mellitus, no especificada",Total," 2,261 ", 60 , 7 , - , - , - , - , 1 , 1 , 1 , 5 , 7 , 10 , 13 , 35 , 51 , 134 , 157 , 247 ," 1,621 ", - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre," 1,110 ", 19 , 2 , - , - , - , - , 1 , - , 1 , 1 , 4 , 3 , 6 , 23 , 26 , 74 , 83 , 134 , 742 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer," 1,151 ", 41 , 5 , - , - , - , - , - , 1 , - , 4 , 3 , 7 , 7 , 12 , 25 , 60 , 74 , 113 , 879 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E15   Coma hipoglicémico no diabético,Total, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E16   Otros trastornos de la secreción interna del páncreas,Total, 27 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , 1 , 4 , 3 , 17 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 13 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 4 , 2 , 5 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 14 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 12 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E20   Hipoparatiroidismo,Total, 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E22   Hiperfunción de la glándula hipófisis,Total, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E23   Hipofunción y otros trastornos de la glándula hipófisis,Total, 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , 3 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E24   Síndrome de Cushing,Total, 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E27   Otros trastornos  de la glándula suprarrenal,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E28   Disfunción ovárica,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E34   Otros trastornos endocrinos,Total, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E41   Marasmo nutricional,Total, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E43   Desnutrición proteicocalórica severa, no especificada",Total, 207 , 1 , - , - , - , - , 17 , 7 , 5 , 4 , 4 , 3 , 2 , 3 , 1 , 6 , 6 , 6 , 10 , 132 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 100 , - , - , - , - , - , 7 , 3 , 4 , 2 , 3 , 2 , 1 , 3 , - , 5 , 1 , 5 , 7 , 56 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 107 , 1 , - , - , - , - , 10 , 4 , 1 , 2 , 1 , 1 , 1 , - , 1 , 1 , 5 , 1 , 3 , 76 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E44   Desnutrición proteicocalórica de grado moderado y leve,Total, 20 , - , - , - , - , - , 1 , - , - , 2 , - , - , - , - , - , 1 , 2 , - , - , 14 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 15 , - , - , - , - , - , 1 , - , - , 2 , - , - , - , - , - , 1 , 1 , - , - , 10 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E45   Retardo del desarrollo debido a desnutrición proteicocalórica,Total, 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E46   Desnutrición proteicocalórica, no especificada",Total, 141 , 2 , 1 , - , 1 , - , 1 , 1 , 1 , - , 2 , 2 , - , 1 , 1 , 4 , 4 , - , 1 , 124 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 78 , 1 , - , - , 1 , - , - , 1 , - , - , 1 , - , - , 1 , - , 1 , 3 , - , 1 , 70 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 63 , 1 , 1 , - , - , - , 1 , - , 1 , - , 1 , 2 , - , - , 1 , 3 , 1 , - , - , 54 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E63   Otras deficiencias nutricionales,Total, 4 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 3 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 3 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E64   Secuelas de la desnutrición y de otras deficiencias nutricionales,Total, 18 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 16 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 10 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 6 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E66   Obesidad,Total, 85 , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , 3 , 2 , 8 , 15 , 7 , 6 , 34 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 45 , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 3 , 1 , 7 , 9 , 3 , 4 , 13 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 40 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , 6 , 4 , 2 , 21 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E70   Trastornos del metabolismo de los aminoácidos aromáticos,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E71   Trastornos del metabolismo de los aminoácidos de cadena ramificada y de los ácidos grasos,Total, 3 , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 2 , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E72   Otros trastornos del metabolismo de los aminoácidos,Total, 2 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E74   Otros trastornos del metabolismo de los carbohidratos,Total, 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E75   Trastornos del metabolismo de los esfingolípidos y otros trastornos por almacenamiento de lípidos,Total, 3 , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 2 , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E76   Trastornos del metabolismo de los glucosaminoglicanos,Total, 2 , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E77   Trastornos del metabolismo de las glucoproteínas,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E78   Trastornos del metabolismo de las lipoproteínas y otras lipidemias,Total, 56 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 3 , 5 , 5 , 40 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 30 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 2 , 3 , 2 , 20 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 26 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 3 , 20 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E80   Trastornos del metabolismo de las porfirinas y de la bilirrubina,Total, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E83   Trastornos del metabolismo de los minerales,Total, 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , 2 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E84   Fibrosis quística,Total, 26 , - , - , - , - , - , - , - , 1 , 1 , 2 , 1 , 2 , - , 1 , 1 , 3 , 1 , 1 , 12 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hombre, 14 , - , - , - , - , - , - , - , - , - , 2 , 1 , 2 , - , - , 1 , 1 , 1 , - , 6 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mujer, 12 , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , 2 , - , 1 , 6 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E85   Amiloidosis,Total, 9 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , 1 , - , 6 , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
