,,,,,,,,,,,,,,,,,,,,,,,,
"Cuadro No. 3.1.11 
Defunciones en el año (t) por tipo de certificación y grupos de edad, según causas de muerte y sexo
6.01 Diabetes Mellitus,Total," 5,621 ", 73 , 16 , - , - , - , 1 , 1 , 3 , 8 , 17 , 22 , 33 , 58 , 116 , 166 , 286 , 424 , 596 ," 3,979 ", - ,,
,Hombre," 2,674 ", 28 , 6 , - , - , - , 1 , - , 2 , 2 , 11 , 14 , 16 , 34 , 61 , 106 , 156 , 221 , 304 ," 1,780 ", - ,,
,Mujer," 2,947 ", 45 , 10 , - , - , - , - , 1 , 1 , 6 , 6 , 8 , 17 , 24 , 55 , 60 , 130 , 203 , 292 ," 2,199 ", - ,,
6.02 Deficiencias nutricionales y anemias nutricionales,Total, 538 , 6 , 2 , - , 1 , 22 , 10 , 7 , 6 , 8 , 9 , 7 , 5 , 4 , 8 , 12 , 13 , 11 , 16 , 406 , 1 ,,
,Hombre, 277 , 3 , - , - , 1 , 10 , 6 , 5 , 4 , 4 , 5 , 4 , 4 , 2 , 4 , 7 , 6 , 8 , 9 , 200 , 1 ,,
,Mujer, 261 , 3 , 2 , - , - , 12 , 4 , 2 , 2 , 4 , 4 , 3 , 1 , 2 , 4 , 5 , 7 , 3 , 7 , 206 , - ,,
6.03 Transtornos del comportamiento,Total, 260 , 5 , 1 , - , - , - , - , - , - , 3 , 9 , 6 , - , 8 , 11 , 10 , 8 , 10 , 12 , 189 , - ,,
,Hombre, 156 , 4 , - , - , - , - , - , - , - , 2 , 6 , 6 , - , 8 , 9 , 8 , 7 , 10 , 12 , 92 , - ,,
,Mujer, 104 , 1 , 1 , - , - , - , - , - , - , 1 , 3 , - , - , - , 2 , 2 , 1 , - , - , 97 , - ,,
"6.04 Enfermedades del sistema nervioso, excepto meningitis",Total," 1,763 ", 97 , 17 , 1 , 2 , 20 , 57 , 36 , 44 , 57 , 51 , 57 , 47 , 40 , 41 , 63 , 52 , 61 , 83 ," 1,165 ", - ,,
,Hombre, 916 , 50 , 9 , 1 , 2 , 11 , 32 , 21 , 22 , 35 , 37 , 39 , 34 , 27 , 24 , 36 , 29 , 36 , 49 , 540 , - ,,
,Mujer, 847 , 47 , 8 , - , - , 9 , 25 , 15 , 22 , 22 , 14 , 18 , 13 , 13 , 17 , 27 , 23 , 25 , 34 , 625 , - ,,
6.05 Enfermedades crónicas de las vías respiratorias inferiores,Total," 1,548 ", 10 , 6 , - , 1 , 2 , 2 , - , - , 6 , 7 , 2 , 6 , 7 , 14 , 10 , 9 , 31 , 45 ," 1,422 ", - ,,
,Hombre, 906 , 4 , 6 , - , 1 , 1 , 2 , - , - , 4 , 6 , 2 , 5 , 5 , 10 , 8 , 6 , 21 , 26 , 819 , - ,,
,Mujer, 642 , 6 , - , - , - , 1 , - , - , - , 2 , 1 , - , 1 , 2 , 4 , 2 , 3 , 10 , 19 , 603 , - ,,
6.06 Resto de enfermedades del sistema respiratorio,Total," 2,658 ", 46 , 11 , 2 , 1 , 31 , 22 , 9 , 11 , 23 , 59 , 45 , 38 , 64 , 57 , 83 , 103 , 137 , 202 ," 1,828 ", - ,,
,Hombre," 1,544 ", 32 , 8 , 1 , 1 , 10 , 10 , 5 , 5 , 15 , 38 , 31 , 27 , 48 , 36 , 58 , 66 , 90 , 128 ," 1,015 ", - ,,
,Mujer," 1,114 ", 14 , 3 , 1 , - , 21 , 12 , 4 , 6 , 8 , 21 , 14 , 11 , 16 , 21 , 25 , 37 , 47 , 74 , 813 , - ,,
"6.07 Apendicitis, hernia de la cavidad abdominal y obstrucción intestinal",Total, 416 , 5 , 3 , - , - , 6 , 5 , 3 , 3 , 6 , 5 , 3 , 4 , 4 , 8 , 18 , 11 , 24 , 29 , 295 , - ,,
,Hombre, 233 , 4 , 1 , - , - , 5 , 2 , 2 , 3 , 4 , 3 , - , 3 , 3 , 6 , 13 , 8 , 10 , 17 , 159 , - ,,
,Mujer, 183 , 1 , 2 , - , - , 1 , 3 , 1 , - , 2 , 2 , 3 , 1 , 1 , 2 , 5 , 3 , 14 , 12 , 136 , - ,,
6.08 Cirrosis y ciertas otras enfermedade crónicas del hígado,Total," 2,215 ", 46 , 7 , - , - , 5 , 1 , - , 5 , 2 , 9 , 17 , 34 , 46 , 80 , 122 , 180 , 255 , 279 ," 1,233 ", - ,,
,Hombre," 1,342 ", 32 , 4 , - , - , 4 , - , - , 2 , 2 , 4 , 16 , 29 , 39 , 65 , 100 , 135 , 169 , 157 , 656 , - ,,
,Mujer, 873 , 14 , 3 , - , - , 1 , 1 , - , 3 , - , 5 , 1 , 5 , 7 , 15 , 22 , 45 , 86 , 122 , 577 , - ,,
6.09 Resto de enfermedades del sistema digestivo,Total," 2,504 ", 22 , 10 , 1 , 2 , 15 , 7 , 9 , 7 , 21 , 32 , 41 , 62 , 61 , 83 , 79 , 104 , 126 , 186 ," 1,700 ", - ,,
,Hombre," 1,343 ", 13 , 4 , 1 , 1 , 6 , 5 , 6 , 4 , 13 , 18 , 22 , 36 , 39 , 46 , 42 , 66 , 67 , 102 , 886 , - ,,
,Mujer," 1,161 ", 9 , 6 , - , 1 , 9 , 2 , 3 , 3 , 8 , 14 , 19 , 26 , 22 , 37 , 37 , 38 , 59 , 84 , 814 , - ,,
6.10 Enfermedades del sistema urinario,Total," 2,700 ", 28 , 5 , - , 1 , 9 , 3 , 2 , 6 , 16 , 19 , 20 , 27 , 38 , 61 , 73 , 127 , 140 , 228 ," 1,962 ", 1 ,,
,Hombre," 1,480 ", 10 , 2 , - , - , 4 , 3 , - , 2 , 7 , 11 , 12 , 21 , 19 , 30 , 47 , 63 , 74 , 119 ," 1,080 ", - ,,
,Mujer," 1,220 ", 18 , 3 , - , 1 , 5 , - , 2 , 4 , 9 , 8 , 8 , 6 , 19 , 31 , 26 , 64 , 66 , 109 , 882 , 1 ,,
6.11 Hiperplasia de la próstata,Total, 96 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 96 , - ,,
,Hombre, 96 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 96 , - ,,
"6.12 Embarazo, parto y puerperio",Total, 187 , 3 , 1 , - , - , - , - , - , 2 , 12 , 39 , 43 , 42 , 43 , 9 , 1 , - , - , - , - , - ,,
,Mujer, 187 , 3 , 1 , - , - , - , - , - , 2 , 12 , 39 , 43 , 42 , 43 , 9 , 1 , - , - , - , - , - ,,
"6.13 Malformaciones congénitas, deformaciones y anomalías cromosómicas",Total, 811 , 2 , 1 , 245 , 132 , 238 , 64 , 18 , 11 , 14 , 7 , 10 , 14 , 5 , 5 , 3 , 9 , 8 , 9 , 21 , 1 ,,
,Hombre, 419 , - , 1 , 135 , 61 , 121 , 32 , 6 , 7 , 7 , 4 , 9 , 6 , 4 , 2 , 2 , 2 , 4 , 4 , 14 , - ,,
,Mujer, 392 , 2 , - , 110 , 71 , 117 , 32 , 12 , 4 , 7 , 3 , 1 , 8 , 1 , 3 , 1 , 7 , 4 , 5 , 7 , 1 ,,
6.14 Resto de enfermedades,Total," 1,743 ", 41 , 7 , 8 , 3 , 32 , 17 , 24 , 21 , 29 , 37 , 33 , 44 , 37 , 50 , 67 , 94 , 108 , 121 ," 1,066 ", - ,,
,Hombre, 770 , 16 , 6 , 4 , 2 , 19 , 10 , 12 , 9 , 15 , 12 , 16 , 20 , 19 , 24 , 37 , 48 , 54 , 51 , 440 , - ,,
,Mujer, 973 , 25 , 1 , 4 , 1 , 13 , 7 , 12 , 12 , 14 , 25 , 17 , 24 , 18 , 26 , 30 , 46 , 54 , 70 , 626 , - ,,
COVID-19 Confirmados y sospechosos,Total," 20,936 ", 10 , 56 , 2 , 2 , 18 , 14 , 4 , 15 , 21 , 45 , 84 , 218 , 366 , 586 , 872 ," 1,332 "," 1,913 "," 2,623 "," 12,885 ", 2 ,,
,Hombre," 12,720 ", 6 , 37 , 1 , 1 , 12 , 9 , 3 , 8 , 12 , 27 , 60 , 146 , 256 , 382 , 593 , 891 ," 1,185 "," 1,586 "," 7,590 ", 1 ,,
,Mujer," 8,216 ", 4 , 19 , 1 , 1 , 6 , 5 , 1 , 7 , 9 , 18 , 24 , 72 , 110 , 204 , 279 , 441 , 728 ," 1,037 "," 5,295 ", 1 ,,
,,,,,,,,,,,,,,,,,,,,,,,,
"1/ Defunciones registradas (t): corresponden a las defunciones ocurridas en el año de estudio, e inscritos hasta el 31 de diciembre de 2021.",,,,,,,,,,,,,,,,,,,,,,,,
"p**) cifras provisionales: corresponden a los datos o indicadores que se generan con información de las defunciones ocurridas en el 2021, y que están sujetos a ajustes por registros posteriores.",,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Registro Estadístico de Defunciones Generales 2021,,,,,,,,,,,,,,,,,,,,,,,,
