, Sexo,Hombre, 120 , 119 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 2 , - , 1 , 2 , - , 4 , 4 , 4 , 23 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , 4 , 19 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 108 , 107 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , 1 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , 1 , 1 , - , - , - , 1 , 1 , 3 , 2 , 6 , 17 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , 3 , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , 1 , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 15 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38 Cardiomiopatía,Total:,, 153 , 153 , - , - , - , - , - , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 2 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , 1 , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - , - , 1 , 1 , - , - , - , - , 1 , 2 , - , 2 , 4 , 2 , 1 , 3 , 27 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 3 , - , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , 1 , 1 , 2 , - , - , 3 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , 1 , 3 , 13 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , 1 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 2 , - , - , - , - , - , - , - , 1 , 1 , 2 , - , 1 , - , - , 1 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 93 , 93 , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , 2 , - , 2 , 2 , 1 , 1 , 1 , 14 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , 1 , 1 , - , - , 2 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 7 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , 1 , 1 , 2 , - , 1 , - , - , 1 , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 60 , 60 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 2 , 1 , - , 2 , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , 1 , 1 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39 Paro cardíaco,Total:,, 71 , 71 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 3 , - , 8 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , 1 , 1 , 16 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 34 , 34 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 3 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 37 , 37 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 Arritmias cardíacas,Total:,, 355 , 353 , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 21 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 1 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 19 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 7 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , 3 , 2 , 2 , - , 5 , - , 5 , 7 , 77 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 14 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 10 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , 2 , 4 , 16 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 2 , 63 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 12 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 179 , 178 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 8 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 2 , 2 , 1 , - , 4 , - , 3 , 4 , 42 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 8 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , 2 , 4 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 20 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 176 , 175 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 13 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , 1 , - , 2 , 3 , 35 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , 43 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41 Insuficiencia cardíaca, complicaciones y enfermedades mal definidas",Total:,," 1,380 "," 1,353 ", 20 , 7 , - , - , - , - , 1 , - , - , - , - , 1 , - , 2 , 1 , 1 , 2 , - , 5 , 76 , - , - , - , - , 1 , 1 , - , - , 1 , - , - , - , 1 , - , - , 1 , 26 , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , 26 , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 1 , 1 , 1 , - , 29 , - , - , - , - , - , 1 , - , - , - , - , - , - , 2 , - , 1 , 2 , 3 , 28 , - , - , - , 2 , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , - , 44 , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , 1 , 1 , 3 , 5 , 51 , - , - , - , - , 1 , 2 , - , 1 , - , - , - , 2 , - , - , - , - , 16 , - , - , - , 4 , 4 , 8 , 6 , 1 , 1 , 1 , 2 , 7 , 4 , 6 , 8 , 7 , 16 , 201 , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , 2 , 1 , 61 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 4 , 3 , 43 , - , - , - , 1 , - , 4 , - , - , - , - , 1 , 1 , 1 , 1 , 2 , 2 , 30 , - , - , - , - , 1 , 2 , - , - , 1 , - , 1 , - , - , 2 , - , 1 , 5 , 5 , 68 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , 1 , - , 1 , 1 , - , 1 , 3 , - , 3 , 2 , 5 , 5 , 5 , 9 , 242 , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 1 , 2 , 2 , 3 , 3 , 130 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 4 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , 1 , 1 , - , - , 1 , - , 1 , - , - , - , 1 , 4 , 25 , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 1 , 1 , 1 , 2 , 4 , 8 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 671 , 652 , 14 , 5 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 2 , - , 4 , 43 , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , 9 , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 13 , - , - , - , - , - , 1 , - , - , - , - , - , - , 1 , - , 1 , - , 3 , 13 , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , 1 , - , 1 , - , 25 , - , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , 1 , - , 2 , 30 , - , - , - , - , 1 , 2 , - , 1 , - , - , - , 1 , - , - , - , - , 8 , - , - , - , - , 2 , 3 , 5 , 1 , 1 , 1 , 1 , 5 , 3 , 5 , 5 , 3 , 12 , 98 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , 2 , 1 , 28 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 2 , - , 21 , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , 1 , 1 , 1 , 15 , - , - , - , - , - , 2 , - , - , - , - , 1 , - , - , 1 , - , 1 , 3 , 4 , 36 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , 1 , - , 3 , 2 , 2 , 2 , 3 , 3 , 95 , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 1 , 1 , - , 1 , 1 , 47 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , 1 , 1 , - , - , 1 , - , - , - , - , - , 1 , - , 14 , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , 1 , 1 , 2 , 4 , 4 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
