event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ECU2334,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Azuay,Pucara,,Pucara,-3.2188,-79.4686,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Pucara (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Pasaje highway in Petro Ecuador gas station as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2372,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Cotopaxi,Latacunga,,Latacunga,-0.9352,-78.6155,2,"El Comercio (Ecuador)",National,"On 24 June 2022, near Latacunga (Cotopaxi), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Latacunga - Pujili - Pangua - La Mana highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2335,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Azuay,"Santa Isabel",,"Santa Isabel",-3.2742,-79.3152,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Santa Isabel (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca-Giron-Pasaje highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2373,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Cotopaxi,Salcedo,,Pansaleo,-1.0667,-78.6,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Pansaleo (Cotopaxi), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Ambato - Quito highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2336,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Azuay,Cuenca,,Sayausi,-2.8744,-79.0732,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Sayausi (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Molleturo - Naranjal highway near a bifurcation as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2337,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Azuay,"Sevilla de Oro",,"Sevilla de Oro",-2.8003,-78.6546,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Sevilla de Oro (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Paute - Guarumales - Mendez highway near Pailon bridge as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2338,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Azuay,Sigsig,,Sigsig,-3.0518,-78.7945,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Sigsig (Azuay), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Sigsig - Mantanga highway in the entrance of the city as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2350,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Colta,,Columbe,-1.8874,-78.7235,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Columbe (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway in San Martin sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2340,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Bolivar,Guaranda,,"El Arenal",-1.4688,-78.8852,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in El Arenal (Bolivar), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked Ambato - Guaranda highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2341,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Canar,"El Tambo",,Coyoctor,-2.5276,-78.9114,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Coyoctor (Canar), for the second consecutive day, indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Canar - Alausi highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2388,"24 June 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,"Police Forces of Ecuador (2021-)",,1,16,,218,"South America",Ecuador,Pichincha,Quito,,Quito,-0.2299,-78.525,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Quito - Eugenio Espejo (Pichincha), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) staged a demonstration in Arbolito park to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. Police forces intervened with tear gas to disperse them. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371436
ECU2343,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Canar,"La Troncal",,"La Puntilla",-2.4506,-79.3777,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in La Puntilla (Canar), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Zhud - Cochancay highway in Troncal sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2344,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Canar,Suscal,,Suscal,-2.4379,-79.0511,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Suscal (Canar), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Cuenca - Zhud - Cochancay highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2345,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Carchi,Bolivar,,Bolivar,0.5024,-77.9041,2,"El Comercio (Ecuador)",National,"On 24 June 2022, near Bolivar (Carchi), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Bolivar - Piquiucho highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2346,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Carchi,Mira,,Mascarilla,0.4861,-78.0735,2,"El Comercio (Ecuador)",National,"On 24 June 2022, near Mascarilla (Carchi), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Mascarilla - Mira - El Angel highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2382,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Imbabura,Otavalo,,Otavalo,0.2346,-78.2625,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Otavalo (Imbabura), for the second consecutive day, indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highway to Selva Alegre on San Eloy and Gualsaqui sectors as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2347,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Alausi,,Achupallas,-2.2833,-78.769,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Achupallas (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Ozogoche - Achupallas highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2348,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Alausi,,Alausi,-2.2051,-78.8453,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Alausi (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Guamote - Alausi - Chunchu - Cuenca highway in Charicando sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2414,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pastaza,"Santa Clara",,"Rey del Oriente",-1.2279,-77.8814,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Rey del Oriente (Pastaza), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Puyo - Santa Clara - Tena highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2352,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Cumanda,,Cumanda,-2.2062,-79.1315,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Cumanda (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway in San Rafael sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2353,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Chunchi,,"El Tablon",-2.3559,-78.9577,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in El Tablon (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked Riobamba - Pallatanga - Guayaquil highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2354,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Riobamba,,Guabug,-1.5988,-78.7834,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Guabug (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Guaranda highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2355,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Guamote,,Guamote,-1.9373,-78.7111,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Guamote (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2356,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Guano,,Guanando,-1.5452,-78.5434,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Guanando (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Banos highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2398,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Napo,Tena,,Tena,-0.9922,-77.8163,2,"El Comercio (Ecuador)",National,"On 24 June 2022, near Tena (Napo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highways to Loreto and Puyo as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2357,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Alausi,,Huigra,-2.2897,-78.9831,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Huigra (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - El Triunfo highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2358,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Colta,,"Juan de Velasco",-1.8273,-78.8815,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Juan de Velasco (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Pallatanga - Guayaquil highway near Pangor sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2359,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Alausi,,"La Moya",-2.2395,-78.8121,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in La Moya (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Guamote - Alausi - Chunchu - Cuenca highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2360,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Alausi,,Laucay,-2.1331,-79.0408,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Laucay (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2362,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Riobamba,,Nizag,-1.8234,-78.5766,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Nizag (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Guamote - Alausi - Chunchu - Cuenca highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2363,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Pallatanga,,Pallatanga,-1.9992,-78.9663,2,"El Comercio (Ecuador)",National,"On 24 June 2022, around Pallatanga canton (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway in Multitud, Cruz del Hueso, Trigoloma, La Victoria, Cascajal and Tabernaculo sectors as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2365,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Guamote,,"Pull Manuel Lasso",-1.9918,-78.7957,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Pull Manuel Lasso (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway in Palmira sector as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2415,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pastaza,"Santa Clara",,"Santa Clara",-1.264,-77.8874,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Santa Clara (Pastaza), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Puyo - Santa Clara - Tena highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2416,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pastaza,Mera,,Shell,-1.4972,-78.0644,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Shell (Pastaza), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Banos - Puyo highway near Bellavista and San Ana sectors as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2368,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Riobamba,,"San Juan",-1.6339,-78.7823,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in San Juan (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Riobamba - Guaranda highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2369,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Cumanda,,"San Pablo",-2.1405,-79.0451,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in San Pablo (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2419,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pichincha,Mejia,,Chaupi,-0.602,-78.6428,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Chaupi (Pichincha), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the Machachi - Aloasi highway in Jambeli bridge as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2371,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Chimborazo,Chunchi,,Zunag,-2.2458,-78.844,1,"El Comercio (Ecuador)",National,"On 24 June 2022, in Zunag (Chimborazo), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked a highway as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
ECU2424,"24 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ecuador)","CONAIE: Confederation of Indigenous Nationalities of Ecuador; Indigenous Group (Ecuador)",6,,,0,60,,218,"South America",Ecuador,Pichincha,Mejia,,Tambillo,-0.4054,-78.5453,2,"El Comercio (Ecuador)",National,"On 24 June 2022, near Tambillo (Pichincha), indigenous citizens supporters of the Confederation of Indigenous Nationalities of Ecuador (CONAIE) blocked the highway to Quito as a demonstration to demand the government to set fixed fuel prices, to give fair prices to farm produces and to stop labor insecurity. This follows a set of national demonstrations summoned by CONAIE, that had been carried out for twelve consecutive days.",0,"crowd size=no report",1656371437
