Tipo muerte SRMCE2;Año I;Canton;Provincia;Cuenta Victima;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;Años Privac;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes22;antecedVBG vic vict;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Causa2;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Gedad Vict;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;NDD;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict23;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
OTRAS MUERTES VIOLENTAS;2021;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;SI;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;68;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;29/5/2021;;NO IDENTIFICADO;28/5/2021;;28/5/2021;29/5/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SIN DATO;03:45;17:00;30/12/1899 7:54:00;61000;NO APLICA;;SAI;NO IDENTIFICADO;-2,245354;-79,887291;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Mayo;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101821054356;;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;ESMERALDAS;ESMERALDAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;08;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;53;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;AFROECUATORIANO/A-AFRODESCENDIENTE;NO IDENTIFICADO;1/3/2022;;NO IDENTIFICADO;28/2/2022;27/2/2022;28/2/2022;4/3/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;10:20;23:30;30/12/1899 12:13:00;66934;NO APLICA;NO;SAI;NO IDENTIFICADO;0,931687;-79,670041;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;080101822030068;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;EMPLEADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;BABAHOYO;LOS RIOS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;12;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;56;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;14/9/2021;19/9/2021;NO IDENTIFICADO;14/9/2021;;14/9/2021;16/9/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;23:50;20:40;30/12/1899 8:36:00;63098;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,796613;-79,52511;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;9;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;120101821090200;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;ESTUDIANTE;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;SANTA ELENA;SANTA ELENA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;24;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;80;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;26/12/2022;;NO IDENTIFICADO;26/12/2022;25/12/2022;26/12/2022;27/12/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SI;10:05;03:00;30/12/1899 14:26:00;75009;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,228047;-80,857542;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;12;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;240101822120168;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;TRABAJORA DEL HOGAR NO REMUNERADA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDAS CONTUSAS;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;MODISTA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA CONTUNDENTE;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;ESMERALDAS;ESMERALDAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;08;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;76;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;VIUDO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;25/2/2022;;NO IDENTIFICADO;25/2/2022;27/2/2022;25/2/2022;1/3/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SI;19:30;19:00;30/12/1899 9:45:00;66846;NO APLICA;NO;SAI;NO IDENTIFICADO;0,963116;-79,662857;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Febrero;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;080101822030003;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;MANTA;MANABI;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;13;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;14/4/2023;;NO IDENTIFICADO;10/4/2023;16/4/2023;10/4/2023;17/4/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;SIN DATO;NO IDENTIFICADO;NO;SIN DATO;12:50;12:00;30/12/1899 10:56:00;78494;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,96706209;-80,69876969;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Abril;NO APLICA;NO IDENTIFICADO;COLOMBIA;NO IDENTIFICADO;130801823040236;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;DAMA DE COMPAÑÍA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;SIN DATO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;QUEVEDO;LOS RIOS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;12;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;54;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;20/3/2023;;NO IDENTIFICADO;20/3/2023;26/3/2023;20/3/2023;23/3/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SIN DATO;22:50;21:50;30/12/1899 14:47:00;77627;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,018656;-79,460435;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Marzo;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;120501823030496;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;QUEVEDO;LOS RIOS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;12;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;57;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;27/10/2022;;NO IDENTIFICADO;27/10/2022;31/10/2022;27/10/2022;27/10/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SIN DATO;02:40;00:30;30/12/1899 15:39:00;73322;NO APLICA;NO;SAI;NO IDENTIFICADO;-1,04252784;-79,46654677;DOMICILIO DE LA VICTIMA;RESIDENCIALES;NO IDENTIFICADO;NO IDENTIFICADO;10;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;120501822100534;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;OTROS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;AMENAZA;NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2023;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;ROBO CON MUERTE;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;77;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;DIVORCIADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;2/4/2023;;NO IDENTIFICADO;2/4/2023;2/4/2023;2/4/2023;10/4/2023;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SIN DATO;22:10;17:00;30/12/1899 11:21:00;78054;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,124047;-79,993398;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Abril;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101823041707;NO APLICA;NO;189 ROBO;189 ROBO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;JUBILADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;SANTA ELENA;SANTA ELENA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;24;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;66;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SIN DATO;NO IDENTIFICADO;BLANCO/A;NO IDENTIFICADO;20/6/2022;;NO IDENTIFICADO;19/6/2022;26/6/2022;19/6/2022;22/6/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SIN DATO;18:30;16:00;30/12/1899 16:14:00;69876;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,213768;-80,879425;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Junio;NO APLICA;NO IDENTIFICADO;CANADA;NO IDENTIFICADO;240101822060145;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDAS CONTUSAS;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;LAS PERMI.POR.LA.LEY;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA CONTUNDENTE;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;GUAYAQUIL;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;SI;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;55;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;CASADO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;22/11/2022;;NO IDENTIFICADO;22/11/2022;11/12/2022;22/11/2022;1/12/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SI;15:30;13:40;30/12/1899 9:59:00;74035;NO APLICA;NO;SAI;NO IDENTIFICADO;-0,3240148;-78,54864551;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;11;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090101822116306;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;2;COMPRA Y VENTA DE MATERIAL RECICLADO PLASTICOS BOTELLAS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;COSTURERA/O;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2022;DURAN;GUAYAS;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;SI;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;NO IDENTIFICADO;NO APLICA;09;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;57;NO IDENTIFICADO;NO;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;AFROECUATORIANO/A-AFRODESCENDIENTE;NO IDENTIFICADO;24/7/2022;;NO IDENTIFICADO;20/7/2022;24/7/2022;20/7/2022;13/9/2022;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;ENTRE 45 Y 64 AÑOS;NO IDENTIFICADO;NO;SIN DATO;01:15;22:05;30/12/1899 17:03:00;70698;NO APLICA;NO;SAI;NO IDENTIFICADO;-2,151566;-79,838911;OTRO DOMICILIO;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;7;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;090701822090266;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA DE FUEGO;NO APLICA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;QUEHACER. DOMESTICOS;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
OTRAS MUERTES VIOLENTAS;2021;QUITO;PICHINCHA;1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO APLICA;NO IDENTIFICADO;NO;NO IDENTIFICADO;;NO IDENTIFICADO;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;HOMICIDIO;NO IDENTIFICADO;NO APLICA;17;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;NO;69;NO IDENTIFICADO;NO APLICA;INVESTIGACION PREVIA;TRÁMITE;NO APLICA;SOLTERO/A;NO IDENTIFICADO;MESTIZO/A;NO IDENTIFICADO;26/6/2021;4/7/2021;NO IDENTIFICADO;26/6/2021;;26/6/2021;5/7/2021;;;30/12/1899 0:00:00;NO IDENTIFICADO;NO APLICA;DE 65 AÑOS Y MÁS;NO IDENTIFICADO;NO;SIN DATO;19:00;19:00;30/12/1899 13:34:00;61595;NO APLICA;;SAI;NO IDENTIFICADO;-0,0949831;-78,4458236;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO IDENTIFICADO;NO IDENTIFICADO;Junio;NO APLICA;NO IDENTIFICADO;ECUADOR;NO IDENTIFICADO;170101821070627;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;SIN DATO;SIN DATO;NO IDENTIFICADO;1;NO APLICA;;SIN DATO;NO DETERMINADO;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO IDENTIFICADO;NO IDENTIFICADO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;NINGUNA;NO IDENTIFICADO;NO IDENTIFICADO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;NO IDENTIFICADO;NO APLICA;ARMA BLANCA;HOMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
