Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
2007,24,Santa Elena,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3315,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,23,Santo Domingo de los Tsáchilas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"4656,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,21,Sucumbios,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1123,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,18,Tungurahua,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"14507,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,19,Zamora Chinchipe,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1300,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Mujer,"175637,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Hombre,"233379,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2020,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"386171,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,01,Azuay,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"23570,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,02,Bolívar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3334,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,03,Cañar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"5146,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,04,Carchi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3419,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,06,Chimborazo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"11682,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,05,Cotopaxi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6874,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,07,El Oro,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"11529,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,08,Esmeraldas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"7762,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,20,Galápagos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"503,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,09,Guayas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"89764,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,10,Imbabura,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"12117,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,11,Loja,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"12159,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,12,Los Ríos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"7241,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,13,Manabí,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"21352,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,14,Morona Santiago,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1532,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,15,Napo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1273,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,22,Orellana,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"588,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,16,Pastaza,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1607,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,17,Pichincha,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"141466,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,24,Santa Elena,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3046,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,23,Santo Domingo de los Tsáchilas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"4173,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,21,Sucumbios,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"973,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,18,Tungurahua,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"13650,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,19,Zamora Chinchipe,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"1145,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Mujer,"163809,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Hombre,"222341,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2019,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,00,Total Nacional,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"357034,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,01,Azuay,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"21902,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,02,Bolívar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3122,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,03,Cañar,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"4747,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,04,Carchi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"3193,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,06,Chimborazo,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"10999,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,05,Cotopaxi,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"6418,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,07,El Oro,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"10493,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,08,Esmeraldas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"7158,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,20,Galápagos,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"410,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,09,Guayas,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"82406,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,10,Imbabura,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"11414,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
2007,11,Loja,0000,Total Nacional,Ecuador,"Cohesión social, equidad y no discriminación",Protección social contributiva,Personas con pensión por vejez,Total,Total,"11420,0",No Aplica,"Un afiliado accede a este beneficio cuando se cumpla una de las condiciones: 1. 60 o más años de edad y acredite por lo menos 360 imposiciones mensuales; 2. 65 o más años de edad, siempre que registre un mínimo de 180 imposiciones mensuales; 3. 70 o más años de edad, siempre que registre un mínimo de 120 imposiciones mensuales; 4. Con cualquier edad y acredite 480 imposiciones mensuales o más.",2018,,IESS - Boletín estadístico,Personas,Prosperidad,ODS 1
